DOI,Country,Facility,Journal,Impact Factor,Published Date,Cited Times,Number of days until 01/20/2023,Average cited times per day,Metal_Dopant_1,Metal_Dopant_2,Metal_Dopant_3,Metal_Dopant_4,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),LSV Scanning Speed (mV s-1),Electrolyte Proton Concentration (M),Overpotential (mV @10 mA cm-2)
10.1016/j.cattod.2019.10.004,South Korea,Gwangju Inst Sci & Technol,CATALYSIS TODAY,6.562,6/8/2020,25,956,0.026150628,MDP_1_Ru,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_5_10,EPC_OVER1,347
10.1016/j.cattod.2019.10.004,South Korea,Gwangju Inst Sci & Technol,CATALYSIS TODAY,6.562,6/8/2020,25,956,0.026150628,MDP_1_Si,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0.1_0.2,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_5_10,EPC_OVER1,347
10.1016/j.cattod.2019.10.004,South Korea,Gwangju Inst Sci & Technol,CATALYSIS TODAY,6.562,6/8/2020,25,956,0.026150628,MDP_1_Ru,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_5_10,EPC_OVER1,340
10.1016/j.cattod.2019.12.003,South Korea,Gwangju Inst Sci & Technol,CATALYSIS TODAY,6.562,1/11/2021,8,739,0.01082544,MDP_1_Si,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0.1_0.2,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_5_10,EPC_OVER1,266
10.1038/s41467-022-32024-6,Spain,Barcelona Inst Sci & Technol BIST,NATURE COMMUNICATIONS,17.694,8/9/2022,2,164,0.012195122,MDP_1_Co,MDP_2_None,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_100_150,HTIME_1440_2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_1_5,SL_OVER5,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,446
10.1038/s41467-022-32024-6,Spain,Barcelona Inst Sci & Technol BIST,NATURE COMMUNICATIONS,17.694,8/9/2022,2,164,0.012195122,MDP_1_Co,MDP_2_None,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_100_150,HTIME_1440_2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_1_5,SL_OVER5,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,405
10.1038/s41467-022-32024-6,Spain,Barcelona Inst Sci & Technol BIST,NATURE COMMUNICATIONS,17.694,8/9/2022,2,164,0.012195122,MDP_1_Co,MDP_2_None,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_100_150,HTIME_1440_2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_OVER5,SL_OVER5,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,384
10.1038/s41467-022-32024-6,Spain,Barcelona Inst Sci & Technol BIST,NATURE COMMUNICATIONS,17.694,8/9/2022,2,164,0.012195122,MDP_1_Co,MDP_2_None,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_100_150,HTIME_1440_2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_OVER5,SL_OVER5,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,360
10.1088/2053-1591/ab4f1c,Peoples R China,Northeastern Univ,MATERIALS RESEARCH EXPRESS,2.025,11/25/2019,3,1152,0.002604167,MDP_1_Sr,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_True,ATEMP_800_1000,ATIME_720_1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,282
10.1088/2053-1591/ab4f1c,Peoples R China,Northeastern Univ,MATERIALS RESEARCH EXPRESS,2.025,11/25/2019,3,1152,0.002604167,MDP_1_Sr,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_True,ATEMP_800_1000,ATIME_720_1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,354
10.1002/anie.201813361,Peoples R China,Chinese Acad Sci,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,4/19/2019,119,1372,0.086734694,MDP_1_Mn,MDP_2_None,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_200_250,HTIME_0_60,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_200_300,ATIME_360_720,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_1_5,SL_0,Support is not Carbon_True,Carbon Paper,LSV_0_5,EPC_OVER1,488
10.1002/anie.201813361,Peoples R China,Chinese Acad Sci,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,4/19/2019,119,1372,0.086734694,MDP_1_Mn,MDP_2_None,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_200_250,HTIME_0_60,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_200_300,ATIME_360_720,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_1_5,SL_0,Support is not Carbon_False,Carbon Paper,LSV_0_5,EPC_OVER1,412
10.1021/cm302468b,England,Univ Warwick,CHEMISTRY OF MATERIALS,10.508,11/13/2012,88,3720,0.023655914,MDP_1_Ir,MDP_2_Bi,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_200_300,ATIME_OVER1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,360
10.1021/cm302468b,England,Univ Warwick,CHEMISTRY OF MATERIALS,10.508,11/13/2012,88,3720,0.023655914,MDP_1_Ir,MDP_2_Bi,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_200_250,HTIME_2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,318
10.1021/jacs.0c01135,Switzerland,Swiss Fed Inst Technol,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,5/22/2020,117,973,0.12024666,MDP_1_Ru,MDP_2_Y,MDP_3_Fe,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_5_15,MDP4PP_0,HTEMP_50_100,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1200_1000,ATIME_360_720,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,411
10.1021/jacs.0c01135,Switzerland,Swiss Fed Inst Technol,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,5/22/2020,117,973,0.12024666,MDP_1_Ru,MDP_2_Y,MDP_3_Cu,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_5_15,MDP4PP_0,HTEMP_50_100,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1200_1000,ATIME_360_720,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,360
10.1021/jacs.0c01135,Switzerland,Swiss Fed Inst Technol,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,5/22/2020,117,973,0.12024666,MDP_1_Ru,MDP_2_Y,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1200_1000,ATIME_360_720,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_0_5,EPC_OVER1,362
10.1098/rsos.182223,Peoples R China,Hunan Univ,ROYAL SOCIETY OPEN SCIENCE,3.653,6/4/2019,1,1326,0.000754148,MDP_1_Na,MDP_2_Sn,MDP_3_Co,MDP_4_Ir,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0_5,MDP4PP_0_5,HTEMP_RTEMP,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_True,ATEMP_400_500,ATIME_60_120,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0_0.1,Support is not Carbon_True,Glassy Carbon,LSV_OVER10,EPC_OVER1,325
10.1098/rsos.182223,Peoples R China,Hunan Univ,ROYAL SOCIETY OPEN SCIENCE,3.653,6/4/2019,1,1326,0.000754148,MDP_1_Na,MDP_2_Sn,MDP_3_Ir,MDP_4_Co,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0_5,MDP4PP_0_5,HTEMP_RTEMP,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_True,ATEMP_400_500,ATIME_60_120,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0_0.1,Support is not Carbon_True,Glassy Carbon,LSV_OVER10,EPC_OVER1,312
10.1098/rsos.182223,Peoples R China,Hunan Univ,ROYAL SOCIETY OPEN SCIENCE,3.653,6/4/2019,1,1326,0.000754148,MDP_1_Na,MDP_2_Sn,MDP_3_Ir,MDP_4_Co,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0_5,MDP4PP_0_5,HTEMP_RTEMP,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_True,ATEMP_400_500,ATIME_60_120,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0_0.1,Support is not Carbon_True,Glassy Carbon,LSV_OVER10,EPC_OVER1,328
10.1098/rsos.182223,Peoples R China,Hunan Univ,ROYAL SOCIETY OPEN SCIENCE,3.653,6/4/2019,1,1326,0.000754148,MDP_1_Na,MDP_2_Sn,MDP_3_Ir,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0_5,MDP4PP_0,HTEMP_RTEMP,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_True,ATEMP_400_500,ATIME_60_120,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0_0.1,Support is not Carbon_True,Glassy Carbon,LSV_OVER10,EPC_OVER1,342
10.1021/acs.jpcc.9b09796,Peoples R China,Univ Sci & Technol China,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2/25/2020,16,1060,0.01509434,MDP_1_S,MDP_2_Ni,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_True,ATEMP_600_800,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,LSV_OVER10,EPC_OVER1,337
10.1002/er.6204,Peoples R China,North China Elect Power Univ,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,4.672,11/24/2020,4,787,0.005082592,MDP_1_Ir,MDP_2_Pt,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0,Support is not Carbon_False,Carbon Paper,LSV_OVER10,EPC_OVER1,446
10.1002/er.6204,Peoples R China,North China Elect Power Univ,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,4.672,11/24/2020,4,787,0.005082592,MDP_1_Ir,MDP_2_Pt,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0,Support is not Carbon_False,Carbon Paper,LSV_OVER10,EPC_OVER1,427
10.1002/er.6204,Peoples R China,North China Elect Power Univ,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,4.672,11/24/2020,4,787,0.005082592,MDP_1_Pt,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0,Support is not Carbon_False,Carbon Paper,LSV_OVER10,EPC_OVER1,444
10.1002/er.6204,Peoples R China,North China Elect Power Univ,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,4.672,11/24/2020,4,787,0.005082592,MDP_1_Ir,MDP_2_Pt,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0,Support is not Carbon_False,Carbon Paper,LSV_OVER10,EPC_OVER1,379
10.1002/er.6204,Peoples R China,North China Elect Power Univ,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,4.672,11/24/2020,4,787,0.005082592,MDP_1_Pt,MDP_2_Ir,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0,Support is not Carbon_False,Carbon Paper,LSV_OVER10,EPC_OVER1,393
10.1002/er.6204,Peoples R China,North China Elect Power Univ,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,4.672,11/24/2020,4,787,0.005082592,MDP_1_Ir,MDP_2_None,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_RTEMP,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_120_180,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0,Support is not Carbon_False,Carbon Paper,LSV_OVER10,EPC_OVER1,403
10.1016/j.ijhydene.2021.04.040,Mexico,Inst Politecn Nacl ESIQIE,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,7/29/2021,8,540,0.014814815,MDP_1_Ti,MDP_2_Ru,MDP_3_Ir,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0_5,MDP4PP_0,HTEMP_50_100,HTIME_180_360,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_180_360,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.1_0.2,SL_0.2_0.5,Support is not Carbon_True,Glassy Carbon,LSV_OVER10,EPC_OVER1,337
10.1021/jacs.7b01376,Peoples R China,Tsinghua Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,4/19/2017,281,2102,0.133682207,MDP_1_P,MDP_2_Rh,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_25_200,ATIME_720_1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,548
10.1021/jacs.7b01376,Peoples R China,Tsinghua Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,4/19/2017,281,2102,0.133682207,MDP_1_Rh,MDP_2_None,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_60_180,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_25_200,ATIME_720_1440,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.05,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,592
10.1016/j.jelechem.2017.10.062,USA,Brookhaven Natl Lab,JOURNAL OF ELECTROANALYTICAL CHEMISTRY,4.598,12/28/2018,89,1484,0.059973046,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_60_120,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_1_5,SL_0,Support is not Carbon_False,Carbon Paper,LSV_OVER10,EPC_OVER1,250
10.1016/j.ijhydene.2012.12.071,Mexico,ESIME IPN UA,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,11/5/2013,36,3363,0.010704728,MDP_1_Ir,MDP_2_Ru,MDP_3_Co,MDP_4_None,MDP1PP_25_50,MDP2PP_30_40,MDP3PP_25_34,MDP4PP_0,HTEMP_50_100,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_True,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_180_360,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,LSV_OVER10,EPC_OVER1,396
10.1039/D1TA07293E,India,Indian Inst Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/4/2021,10,412,0.024271845,MDP_1_Ru,MDP_2_Sb,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_100_150,HTIME_0_60,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_360_720,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,LSV_OVER10,EPC_OVER1,454
10.1039/D1TA07293E,India,Indian Inst Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/4/2021,10,412,0.024271845,MDP_1_Co,MDP_2_Sb,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_100_150,HTIME_0_60,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_360_720,Annealing Still/Strring_False,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc. _False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Carbon Paper,LSV_OVER10,EPC_OVER1,808
